,고객ID,Monetary,Recency_R,Frequency_F,Monetary_M,Class
416,A0AO52OMLFS2MJZK,3594.887875913972,3,1,2,3
417,A0AOJBYSSCITEAMD,3594.887875913972,5,1,2,1
418,A0APQDV48NMMYA4Y,3473.055488248122,1,1,1,5
419,A0APXWKJFMSIAKK1,3594.887875913972,4,1,2,2
420,A0APZFM9DF4QB7JV,3454.578643139641,1,1,1,5
421,A0AQ3ES2OJS4R9JI,3473.055488248122,2,1,1,4
422,A0AQB2VHA3JQD552,7189.775751827944,4,4,4,2
423,A0AQNFJHBFEJ8IQG,3454.578643139641,1,1,1,5
424,A0AQXNRXR1RIMDL6,14379.551503655888,5,5,5,1
425,A0ATO5I84BGUSJ6R,7088.654353562005,2,4,4,4
426,A0AU5I0GHBL7PCJ2,3544.3271767810024,2,1,1,4
427,A0AUCJZIT1EG1AE2,7189.775751827944,5,4,4,1
428,A0AXWM6LCO725QW5,3594.887875913972,4,1,2,2
429,A0AYP2V3AXSKPEUR,3458.2679636021335,1,1,1,5
430,A0AZAOQMQZZLAIBR,3454.578643139641,1,1,1,5
431,A0AZG6AGTJ4SKLGK,3594.887875913972,5,1,2,1
432,A0B01U1QZ59TFYUO,3594.887875913972,4,1,2,2
433,A0B1FUM54RLDFS10,3594.887875913972,4,1,2,2
434,A0B2H56VQS5CZRZU,7189.775751827944,3,4,4,3
435,A0B3HZ87HQ06M6OF,3594.887875913972,3,1,2,3
436,A0B4TSQ5QTU3ZOY1,3594.887875913972,2,1,2,4
437,A0B4UQ3XB3PAEJ4D,7189.775751827944,3,4,4,3
438,A0B59INFTF40G7B4,3594.887875913972,3,1,2,3
439,A0B65HKFA0DBSHG7,10784.663627741917,5,5,5,1
440,A0B66JUQ7HYVXB02,3454.578643139641,1,1,1,5
441,A0B68UPVFDRGMX0V,3544.3271767810024,2,1,1,4
442,A0B7NPW2BDPWPSU5,7189.775751827944,5,4,4,1
443,A0B7O7LEUTUVMI7Y,3594.887875913972,4,1,2,2
444,A0B8JXDLX08GSEB4,10784.663627741917,5,5,5,1
445,A0B9FWFQOUCTLE8B,3544.3271767810024,2,1,1,4
446,A0B9I93J7D53YY30,7189.775751827944,3,4,4,3
447,A0BCEVQ0B7UBQLPJ,3454.578643139641,1,1,1,5
448,A0BDY5CQTWL54RH3,7189.775751827944,4,4,4,2
449,A0BEKBVJG6SXCHDA,3473.055488248122,1,1,1,5
450,A0BFSZ1CUS48F27W,3594.887875913972,5,1,2,1
451,A0BGII1C2UBWLR2J,10632.981530343008,2,5,5,4
452,A0BHYWO65R3I1DUY,3454.578643139641,1,1,1,5
453,A0BKTPNRNSP395KQ,3473.055488248122,1,1,1,5
454,A0BLGWTG6NBK62WO,3594.887875913972,4,1,2,2
455,A0BNHAZ2Z9J760ZD,7189.775751827944,5,1,4,1
456,A0BO3X5BC8E4T6TR,3458.2679636021335,1,1,1,5
457,A0BPM2P36TWVRY9J,7189.775751827944,4,4,4,2
458,A0BQHFZTYL8PXY1P,3594.887875913972,3,1,2,3
459,A0BQNA4S83YWU2SH,7189.775751827944,3,1,4,3
460,A0BQPMEEWFQFPQ27,3594.887875913972,4,1,2,2
461,A0BR5T8A08LRQ0YK,3594.887875913972,4,1,2,2
462,A0BS6SQBNNKXZA0B,3594.887875913972,4,1,2,2
463,A0BSO7TY6MWJMP98,7189.775751827944,4,4,4,2
464,A0BTSVS87CFYQDFB,10784.663627741917,5,4,5,1
465,A0BTV0CJ0WLJ46O6,3594.887875913972,3,1,2,3
466,A0BUI2DJZJD9N4G6,3473.055488248122,1,1,1,5
467,A0BUJHDTI052C7NF,3594.887875913972,3,1,2,3
468,A0BXFDCEBLJVU3Y1,3594.887875913972,3,1,2,3
469,A0BXZAUGQH25FG3C,3594.887875913972,4,1,2,2
470,A0BZH8K3T8X2JOAI,17974.43937956986,4,5,5,2
471,A0BZNUS122IZPAA7,3594.887875913972,3,1,2,3
472,A0BZTOXPJ8GM62RD,3594.887875913972,5,1,2,1
473,A0C01OW5PUPAWLEZ,6946.110976496244,1,4,4,5
474,A0C026X24S5SG8SZ,3594.887875913972,4,1,2,2
475,A0C0DQD23SP4XIIL,3594.887875913972,5,1,2,1
476,A0C0NSR87YYS2WIC,7189.775751827944,3,4,4,3
477,A0C2XJMOLQ5G6W65,3594.887875913972,4,1,2,2
478,A0C3R51OY40S6GC3,3473.055488248122,2,1,1,4
479,A0C4TS5JYG27E9LR,7189.775751827944,5,4,4,1
480,A0C5SPR5R9U88VUB,3594.887875913972,5,1,2,1
481,A0C66WPQ0U0BVXEH,3594.887875913972,3,1,2,3
482,A0C79CO11F78R62P,3544.3271767810024,2,1,1,4
483,A0C80YEP4OKPQ66O,10784.663627741917,4,5,5,2
484,A0C9HAYP0SCYCVNT,3594.887875913972,3,1,2,3
485,A0CAOR0WEQIGE2K1,3594.887875913972,5,1,2,1
486,A0CBFLFCQ4OT6XT8,3594.887875913972,3,1,2,3
487,A0CBID0EBYYCN35B,3458.2679636021335,1,1,1,5
488,A0CCCPYWH26K7D56,14379.551503655888,5,5,5,1
489,A0CD48MZKYGA98FW,7189.775751827944,3,4,4,3
490,A0CDNR3LYPJWXJKC,3454.578643139641,1,1,1,5
491,A0CDW51UQUFAQP35,7189.775751827944,3,4,4,3
492,A0CEC5JUAUZCKEE9,7189.775751827944,2,4,4,4
493,A0CECANR70ICVBVX,6946.110976496244,1,4,4,5
494,A0CEO03BS64RN2BW,3594.887875913972,5,1,2,1
495,A0CFZDTK7ZP50RYA,14379.551503655888,5,5,5,1
496,A0CHORPP8ID0QBSR,3454.578643139641,1,1,1,5
497,A0CI051UCEVWKLPO,7189.775751827944,4,4,4,2
498,A0CIREWQNHTF08H7,3454.578643139641,1,1,1,5
499,A0CJPTEXX6Z06BQ6,3594.887875913972,4,1,2,2
500,A0CJZFTAADZFJC16,3594.887875913972,3,1,2,3
501,A0CKO7RXF4IM779R,3594.887875913972,4,1,2,2
502,A0CLPJR5P67QF294,10419.166464744365,1,5,5,5
503,A0CMKDSGI3ACOXGY,3544.3271767810024,2,1,1,4
504,A0CORAJEE79MI0T5,3594.887875913972,4,1,2,2
505,A0CQEK4KBTLBJ4NZ,7189.775751827944,4,4,4,2
506,A0CR6KQ261MJTBTT,17974.43937956986,2,5,5,4
507,A0CTNP9O2PM8UWG6,3454.578643139641,1,1,1,5
508,A0CV7HQHNFE9XIE1,3458.2679636021335,1,1,1,5
509,A0CWR8JAZCO07XEN,10784.663627741917,4,5,5,2
510,A0CY4IWM9CDNV3Q7,7189.775751827944,4,4,4,2
511,A0CY69CDRB3PEDTA,7189.775751827944,3,4,4,3
512,A0CY8M0IU5A1IMLU,10784.663627741917,5,5,5,1
513,A0D2M4PL1TGACCLW,3594.887875913972,4,1,2,2
514,A0D30N2GFPANVFXK,7088.654353562005,2,4,4,4
515,A0D5SH7TLNR49KVA,3594.887875913972,3,1,2,3
516,A0D82POH8YHS1LA0,3594.887875913972,5,1,2,1
517,A0D9GKJ9MCKRQ4AV,10784.663627741917,3,5,5,3
518,A0DC30RZKW9ZXIPH,3594.887875913972,5,1,2,1
519,A0DCCLQ0QYBZ5E0B,3594.887875913972,5,1,2,1
520,A0DCEIIT30KUB5ZN,3594.887875913972,5,1,2,1
521,A0DCORLCK2QGKE58,3458.2679636021335,1,1,1,5
522,A0DCPKGVQQOBZR9S,3594.887875913972,3,1,2,3
523,A0DDPTZC8YHSWOS3,3594.887875913972,3,1,2,3
524,A0DFQCYSQNWJ1MEM,3594.887875913972,3,1,2,3
525,A0DISNB8RA5E8HO1,3594.887875913972,5,1,2,1
526,A0DIYP78TVHM2DRN,14379.551503655888,5,5,5,1
527,A0DKJI28OWN93775,3594.887875913972,5,1,2,1
528,A0DMDBCRKC6R4Q7T,3594.887875913972,3,1,2,3
529,A0DN1S4K6654Q5GE,7189.775751827944,4,4,4,2
530,A0DO7T2CT8WGDIIW,3544.3271767810024,2,1,1,4
531,A0DOE5LEZ5CW72FZ,7189.775751827944,5,4,4,1
532,A0DRDEL0OKAHWOVP,3458.2679636021335,1,1,1,5
533,A0DRFGVNSUJ7NB2A,3594.887875913972,5,1,2,1
534,A0DS9I60F2BDU0RX,3594.887875913972,5,1,2,1
535,A0DT16LFJ9L22PXW,7088.654353562005,2,4,4,4
536,A0DTBMADHJ21T3HN,7189.775751827944,5,4,4,1
537,A0DTZQ4UDESFKWB1,7088.654353562005,2,4,4,4
538,A0DU45BSO7JLZ6ST,7088.654353562005,2,4,4,4
539,A0DUCZNJHSAN33VK,7189.775751827944,3,4,4,3
540,A0DUF9JO5XKC5M6Y,3458.2679636021335,1,1,1,5
541,A0DVXU9W2TVKY7X9,7189.775751827944,4,4,4,2
542,A0DWR6XTHI6CHE9C,7189.775751827944,4,4,4,2
543,A0DYN8CQ8FGNT495,3594.887875913972,4,1,2,2
544,A0E0ITQUNAL3FS5M,3594.887875913972,4,1,2,2
545,A0E1GFASQZ0PC37Z,21569.327255483833,3,5,5,3
546,A0E2485XGCBTWVDW,3594.887875913972,5,1,2,1
547,A0E3OHTXI67ROM17,3544.3271767810024,2,1,1,4
548,A0E4EKKV8AXREUKY,3594.887875913972,3,1,2,3
549,A0E4XH8NE2DIUWIT,3594.887875913972,5,1,2,1
550,A0E5772A8283RA74,3594.887875913972,5,1,2,1
551,A0E6C582VKFO3LFY,10784.663627741917,5,5,5,1
552,A0E94VOLCMLOXGG4,3594.887875913972,5,1,2,1
553,A0EAXFW243WGIR8Y,3594.887875913972,4,1,2,2
554,A0EC7Z8JHGUJ7YFZ,3594.887875913972,4,1,2,2
555,A0ECDL9BMAHFGMZM,3594.887875913972,4,1,2,2
556,A0ED3OGLZ5TGMKLE,10784.663627741917,5,4,5,1
557,A0EDCGSK79KRGXT2,6909.157286279282,1,4,4,5
558,A0EGJC7AHNQ8P45G,3594.887875913972,3,1,2,3
559,A0EGXFNDIC8S4RDH,3594.887875913972,4,1,2,2
560,A0EHOEULF46TYVHW,3594.887875913972,3,1,2,3
561,A0EI4NFVM539UOZ0,3594.887875913972,2,1,2,4
562,A0EIJ0O3ZXWK0EFR,25164.215131397803,3,5,5,3
563,A0EJR6NAOH6MAUOX,3458.2679636021335,1,1,1,5
564,A0EKA26HLAF7S9NF,3594.887875913972,4,1,2,2
565,A0EM3MLJKR9YULX9,3594.887875913972,4,1,2,2
566,A0EN765SBMOLIDG3,3544.3271767810024,2,1,1,4
567,A0ENQQ3RMDMFQAUI,3594.887875913972,4,1,2,2
568,A0EPNZ0D6IY2R0SV,7189.775751827944,5,4,4,1
569,A0EQFSE6HZR6L6P2,3473.055488248122,1,1,1,5
570,A0EQS1ECO1D2E7GU,3594.887875913972,5,1,2,1
571,A0EQXEWP07NX7AVI,3594.887875913972,4,1,2,2
572,A0ERCDUN3XBJH12K,3544.3271767810024,2,1,1,4
573,A0ETDMW5QFSLK2KH,7189.775751827944,3,4,4,3
574,A0EUCP7YCVHNWIBB,3594.887875913972,5,1,2,1
575,A0EUKK1NFV5KMB5A,10632.981530343008,2,5,5,4
576,A0EUKPJ0FCQDR0HF,10632.981530343008,2,5,5,4
577,A0EVTRV8RBLECEYJ,7189.775751827944,4,4,4,2
578,A0EWAWCMQPUJIYVD,3458.2679636021335,1,1,1,5
579,A0EWG3C6A5Z2D5V2,3458.2679636021335,1,1,1,5
580,A0EX1FV6FTEQFGZS,3594.887875913972,4,1,2,2
581,A0EYJJZIPQ7Q8QMU,3594.887875913972,5,1,2,1
582,A0EZ6GYQLINFPSFI,3594.887875913972,5,1,2,1
583,A0F04TJ6GFEXURH9,3594.887875913972,3,1,2,3
584,A0F24U7CWSMQNI42,3458.2679636021335,1,1,1,5
585,A0F2BV35GDSKC0NF,3594.887875913972,3,1,2,3
586,A0F4KXLN4QQL371O,3594.887875913972,3,1,2,3
587,A0F5SVIRF2K7W0V0,3594.887875913972,4,1,2,2
588,A0F7BH2MW81IZJDP,3594.887875913972,3,1,2,3
589,A0F8ESO2RY594P9P,3594.887875913972,2,1,2,4
590,A0F8T9P5U0DM1MZ8,3454.578643139641,1,1,1,5
591,A0F9H5MRAKIAYMTF,10784.663627741917,3,5,5,3
592,A0FANJEG3QS1KFR6,3473.055488248122,2,1,1,4
593,A0FBFQO6NUEGR9SN,3594.887875913972,4,1,2,2
594,A0FBKKKI56JL8EWR,3594.887875913972,3,1,2,3
595,A0FC1PKHPZZHWD8U,3454.578643139641,1,1,1,5
596,A0FCDTFNNJGZRMUP,3594.887875913972,2,1,2,4
597,A0FCSMQTKMPSETDV,3544.3271767810024,2,1,1,4
598,A0FD38TB44E11LYM,3454.578643139641,1,1,1,5
599,A0FDE1L9RYLCZVMJ,3544.3271767810024,2,1,1,4
600,A0FDHNF89H9LKSY6,7189.775751827944,4,4,4,2
601,A0FDZ223TMS547QQ,7189.775751827944,2,4,4,4
602,A0FEKOMD4SVAPJDY,10784.663627741917,4,5,5,2
603,A0FET944FGQSD796,3594.887875913972,5,1,2,1
604,A0FEYKPYXAD0O4GA,10419.166464744365,1,5,5,5
605,A0FFUACKGHV20PG2,3594.887875913972,5,1,2,1
606,A0FFX11XG9P45U1R,7088.654353562005,2,4,4,4
607,A0FHVD8BP1AXK9V6,3458.2679636021335,1,1,1,5
608,A0FIB7PCR5R7YP24,3594.887875913972,4,1,2,2
609,A0FK7Y4V9J7REUB2,3594.887875913972,3,1,2,3
610,A0FK9299U3QCCRYL,3594.887875913972,4,1,2,2
611,A0FKBE2KFWF4ZVAV,3594.887875913972,5,1,2,1
612,A0FMVFT7J8SS2D0Z,3594.887875913972,3,1,2,3
613,A0FN701LFJW4519F,3458.2679636021335,1,1,1,5
614,A0FNAT9ZMXFDLJMP,6946.110976496244,1,4,4,5
615,A0FNUFICYR3JUQL4,7189.775751827944,2,4,4,4
616,A0FRIW811JWGKS75,3594.887875913972,5,1,2,1
617,A0FT7OHP0TDXXOXU,3594.887875913972,4,1,2,2
618,A0FUMTSMGTI934E1,3544.3271767810024,2,1,1,4
619,A0FVC8HHEXJQ069M,3594.887875913972,4,1,2,2
620,A0FVRG32S7XH8C6M,3544.3271767810024,2,1,1,4
621,A0FVUHW5YZMG1I55,3594.887875913972,3,1,2,3
622,A0FVXLBW14YCGAXV,3454.578643139641,1,1,1,5
623,A0FXLHUTM10Y5273,7189.775751827944,5,4,4,1
624,A0G00GQR5L8KZUDU,7189.775751827944,4,4,4,2
625,A0G0BLKI2YJIKQ2S,7189.775751827944,5,4,4,1
626,A0G0TJ9D5XDXQ0BY,3454.578643139641,1,1,1,5
627,A0G14Y7BQ26L5GTO,7088.654353562005,2,4,4,4
628,A0G1NJ1LZAK0B8OF,3594.887875913972,5,1,2,1
629,A0G1XC7E24CXYI3I,3594.887875913972,4,1,2,2
630,A0G2A5C03OVAH6CR,3594.887875913972,4,1,2,2
631,A0G2L44YZTU1921T,6946.110976496244,2,4,4,4
632,A0G4BEZSV33U6T0B,3594.887875913972,2,1,2,4
633,A0G594WVK8WVEF4N,3594.887875913972,3,1,2,3
634,A0G61EF3386WQRH3,10632.981530343008,2,5,5,4
635,A0G6TY5YLKXVDPRB,3473.055488248122,2,1,1,4
636,A0G7TGOB77XJIOFT,3544.3271767810024,2,1,1,4
637,A0G8FN0Q9ZBD20TH,3594.887875913972,4,1,2,2
638,A0GAOQI3XUK5IKQ7,3473.055488248122,2,1,1,4
639,A0GCB5LKHCQ7D3UC,3594.887875913972,4,1,2,2
640,A0GCE8JHQNPYGSTN,3594.887875913972,4,1,2,2
641,A0GCEAVVMXKXL5SU,3594.887875913972,4,1,2,2
642,A0GDVWK5A5T1WNXS,3594.887875913972,5,1,2,1
643,A0GE958DOS6N80UK,3594.887875913972,5,1,2,1
644,A0GEXR5YZGT8Y846,3473.055488248122,1,1,1,5
645,A0GEZ544U1YYXPOG,3594.887875913972,4,1,2,2
646,A0GF1AXH9GLEBVGU,3454.578643139641,1,1,1,5
647,A0GF3X3G8QYXZRL0,3594.887875913972,3,1,2,3
648,A0GFW8LO74335M2A,10784.663627741917,5,5,5,1
649,A0GG9IS8D3XWX05A,3454.578643139641,1,1,1,5
650,A0GGGJ1U5KFVN3HF,7189.775751827944,3,4,4,3
651,A0GGV49QSSCP2OEQ,7189.775751827944,4,4,4,2
652,A0GH1HBYWN3GKYL4,3458.2679636021335,1,1,1,5
653,A0GK7UT7VKV2BFX1,3594.887875913972,2,1,2,4
654,A0GKTN182BZOU9KN,7189.775751827944,4,4,4,2
655,A0GKWR4BJ43S2QTM,3473.055488248122,2,1,1,4
656,A0GL0SVW0RT60NGC,3594.887875913972,4,1,2,2
657,A0GLY04N8QOJ229V,3594.887875913972,2,1,2,4
658,A0GMSNT9BAWCVEB2,7088.654353562005,2,4,4,4
659,A0GO2P2OPZTLGGCP,3594.887875913972,4,1,2,2
660,A0GOESK1I75IC5QW,7088.654353562005,2,4,4,4
661,A0GPXW08J9E43XN6,3544.3271767810024,2,1,1,4
662,A0GQKOA4ZA4SB4P2,3544.3271767810024,2,1,1,4
663,A0GT4NTUXCRG0Q6D,3544.3271767810024,2,1,1,4
664,A0GWMOOBC5KBZGJ1,3458.2679636021335,1,1,1,5
665,A0GX2GKS8BJNW3AL,7189.775751827944,4,4,4,2
666,A0GXYFMUY4FD9SER,3594.887875913972,4,1,2,2
667,A0GZQ20Y8JAUEP57,3594.887875913972,3,1,2,3
668,A0GZW8XY8XI3EUYX,3458.2679636021335,1,1,1,5
669,A0H04EQC5MRILX9S,3544.3271767810024,2,1,1,4
670,A0H0KTHF8TB2QBAA,3594.887875913972,3,1,2,3
671,A0H1LXG8EHW2Q7VT,3544.3271767810024,2,1,1,4
672,A0H3HJFS7YIO9WGM,3594.887875913972,4,1,2,2
673,A0H4ASRRGYW3NUMR,3454.578643139641,1,1,1,5
674,A0H4JO96NEF2QVL5,3594.887875913972,3,1,2,3
675,A0H4Y2PZ8NB1RAU2,3454.578643139641,1,1,1,5
676,A0H50FXTSHHMTG8I,3594.887875913972,5,1,2,1
677,A0H5CH94RUPZR6U2,7189.775751827944,5,4,4,1
678,A0H5WMWYAELKLDVY,7088.654353562005,2,4,4,4
679,A0H5ZS0NP7GZ7WF0,7189.775751827944,5,4,4,1
680,A0H69F7HUMAZMSVW,3544.3271767810024,2,1,1,4
681,A0H9Q56C5TG6GDXZ,3594.887875913972,4,1,2,2
682,A0H9RZM8PGJMUXEZ,3594.887875913972,4,1,2,2
683,A0HA124NP1WYLWYD,3594.887875913972,4,1,2,2
684,A0HBPYP10WDEF20I,3594.887875913972,5,1,2,1
685,A0HC1HQ4IXWTHU19,3594.887875913972,3,1,2,3
686,A0HCK0BCCYH0V0Q1,3594.887875913972,5,1,2,1
687,A0HE3TGPLCHSXXC3,3473.055488248122,1,1,1,5
688,A0HFM6B3GRJNB8SS,7189.775751827944,5,4,4,1
689,A0HFMGFKY8VTVLSY,3454.578643139641,1,1,1,5
690,A0HG33G6KJAT0JK9,3594.887875913972,5,1,2,1
691,A0HHR67ZQIBP9ER3,14379.551503655888,5,5,5,1
692,A0HHTYC2O73WMZAL,3594.887875913972,3,1,2,3
693,A0HHYJFP1L0F5Q9X,3594.887875913972,2,1,2,4
694,A0HJ3R9AMRO4SZTI,7189.775751827944,4,4,4,2
695,A0HJQRNMWP3C7K92,3594.887875913972,3,1,2,3
696,A0HJZOEJPKRBZZL8,3473.055488248122,1,1,1,5
697,A0HLBBMMOCSBPKPV,3594.887875913972,3,1,2,3
698,A0HMLKEHQB2PRIYW,32353.99088322575,4,5,5,2
699,A0HO9FQFUZVUSBFZ,3594.887875913972,2,1,2,4
700,A0HPIR5WOEJ0O6Z0,7088.654353562005,2,4,4,4
701,A0HPW6M0WAVRWDGE,7189.775751827944,4,4,4,2
702,A0HQWUIS27P1WGAP,3544.3271767810024,2,1,1,4
703,A0HR1DXR65SD4P0S,7189.775751827944,3,4,4,3
704,A0HRG5YFKG7DXPB4,7189.775751827944,3,4,4,3
705,A0HSRQGVTQ53VIHK,3594.887875913972,4,1,2,2
706,A0HSSHOHU5KSIYK2,3594.887875913972,5,1,2,1
707,A0HU9ZIXM1P9GGBH,10784.663627741917,5,5,5,1
708,A0HVDARUGKQQY4S6,3454.578643139641,1,1,1,5
709,A0HW2G61QNMCGOH7,10784.663627741917,2,5,5,4
710,A0HY0LZC8ATZ6JGW,3454.578643139641,1,1,1,5
711,A0HY36NS1Q2WZM8M,3454.578643139641,1,1,1,5
712,A0HZFZRHPLKWH0TD,3544.3271767810024,2,1,1,4
713,A0HZQR9WCRO8T69T,3544.3271767810024,2,1,1,4
714,A0I0IZ3CXU41O4VW,3594.887875913972,3,1,2,3
715,A0I0SEYJX8Z9TIVM,7189.775751827944,3,4,4,3
716,A0I1HRSJLNVGPYS1,3544.3271767810024,2,1,1,4
717,A0I26LE87PU3H943,3454.578643139641,1,1,1,5
718,A0I35GJR72F4AK47,3544.3271767810024,2,1,1,4
719,A0I3BE2NFF0OEZQW,7088.654353562005,2,4,4,4
720,A0I3HHJNCWSIQ2OQ,6909.157286279282,1,4,4,5
721,A0I40YEZ036G77AE,3594.887875913972,5,1,2,1
722,A0I495FILD94RFIK,3454.578643139641,1,1,1,5
723,A0I4QVS5RUZQMAIC,6946.110976496244,1,4,4,5
724,A0I50HMKGCIIRCIB,3458.2679636021335,1,1,1,5
725,A0I5LYYFO3GNLEEM,3594.887875913972,3,1,2,3
726,A0I82W33DUF5WTS5,7189.775751827944,4,4,4,2
727,A0I8HQIL0F2FWVY8,10784.663627741917,4,5,5,2
728,A0IB2QTKKVP0THJ5,28759.103007311776,4,5,5,2
729,A0IBLCEQLPWNB73E,3594.887875913972,5,1,2,1
730,A0IBN7ULOXNTISE2,7189.775751827944,5,4,4,1
731,A0IBQRKN108H7AP4,3594.887875913972,3,1,2,3
732,A0IFMWG96UGOR1DO,3544.3271767810024,2,1,1,4
733,A0IFQ4VO2QLK9H99,7088.654353562005,2,4,4,4
734,A0IH6ANP4EILOP9D,3454.578643139641,1,1,1,5
735,A0II4A2OFHOK56C6,3594.887875913972,3,1,2,3
736,A0IIBR2MGH2U7KAU,3594.887875913972,4,1,2,2
737,A0IJT3RKPC5G0NSB,7189.775751827944,3,4,4,3
738,A0IK7HPH2VT4EKN1,10784.663627741917,2,5,5,4
739,A0IKPZ9HOVGE4SYW,3544.3271767810024,2,1,1,4
740,A0IKS22PGP2EXXGW,7189.775751827944,4,4,4,2
741,A0ILTBEUWZRAKCZY,10784.663627741917,4,5,5,2
742,A0IM46LFLR3M5L0A,6909.157286279282,1,4,4,5
743,A0IMOS34TWHC63YQ,3594.887875913972,3,1,2,3
744,A0INJMG6UFLPQKYW,3594.887875913972,4,1,2,2
745,A0IOBYFEK2ZQL9O1,3594.887875913972,4,1,2,2
746,A0IQBN0AOBC9KSH2,3454.578643139641,1,1,1,5
747,A0IR4HF8NCX3WQDY,10784.663627741917,4,5,5,2
748,A0IRG7KKSM9O31LT,3594.887875913972,5,1,2,1
749,A0IRQ3UUUJT6KSWK,3594.887875913972,3,1,2,3
750,A0ISKD1ACQUEA9NY,21569.327255483833,3,5,5,3
751,A0IT9NYRQ269WROM,3594.887875913972,4,1,2,2
752,A0ITLNDNC2EO0IOK,3594.887875913972,3,1,2,3
753,A0J0NGYY3E0B85GR,10784.663627741917,2,5,5,4
754,A0J0QOW0BI8036E5,3594.887875913972,3,1,2,3
755,A0J397GYPE4VZ0ZN,3473.055488248122,1,1,1,5
756,A0J4X8OUA5W9WB88,3473.055488248122,1,1,1,5
757,A0J4Y3G7IG45RG58,3594.887875913972,2,1,2,4
758,A0J6XKX9VW6TBFGW,3594.887875913972,4,1,2,2
759,A0J76KL1TPSHP1AL,3594.887875913972,3,1,2,3
760,A0J7S0JILBZIJW4J,14379.551503655888,5,5,5,1
761,A0J8I4KXBP8TV845,3454.578643139641,1,1,1,5
762,A0J936TSQK96CYVG,3594.887875913972,5,1,2,1
763,A0JAQR9GKK66312V,7189.775751827944,5,4,4,1
764,A0JBTFGVHCBQMOP7,3594.887875913972,4,1,2,2
765,A0JCCR9QYNTJMX93,7189.775751827944,3,4,4,3
766,A0JCOQP2WHJSOVBZ,3594.887875913972,5,1,2,1
767,A0JDJRFLW4WA6Y19,10784.663627741917,5,5,5,1
768,A0JDWGD4X6H05WQT,7189.775751827944,5,4,4,1
769,A0JE8KH2HNTNUAM1,3594.887875913972,3,1,2,3
770,A0JGFGNKOV67PT1Y,3473.055488248122,1,1,1,5
771,A0JGTBJ6TZEX4PF1,3454.578643139641,1,1,1,5
772,A0JH9IF7JJ1JWOAD,3594.887875913972,3,1,2,3
773,A0JI635C42FRD9GD,3594.887875913972,3,1,2,3
774,A0JJB2093RALDBYM,3594.887875913972,4,1,2,2
775,A0JK0UVFJQC7WXOZ,17974.43937956986,3,5,5,3
776,A0JKKXK8Y0D212BD,7189.775751827944,4,4,4,2
777,A0JKTSPYPMBV3324,3594.887875913972,4,1,2,2
778,A0JLBW8WAX0XL7Q0,10784.663627741917,5,5,5,1
779,A0JM1QQFIQ8BGV1O,3594.887875913972,5,1,2,1
780,A0JM72FYO7D70IQ3,3594.887875913972,4,1,2,2
781,A0JMC3TGI1QSJ4RP,3594.887875913972,5,1,2,1
782,A0JMHMTKVBPB115T,3594.887875913972,3,1,2,3
783,A0JMIXPHJ65CIZ5X,3544.3271767810024,2,1,1,4
784,A0JP0K0SMVT5YTK7,3594.887875913972,5,1,2,1
785,A0JQ71UUXO84YJC2,3594.887875913972,3,1,2,3
786,A0JSVHMZVTBY4JZA,3594.887875913972,2,1,2,4
787,A0JUE15DFWLPNC89,7189.775751827944,4,4,4,2
788,A0JWRKCD4HI9H5R6,3594.887875913972,3,1,2,3
789,A0JYA19FBDMKCZP7,3594.887875913972,3,1,2,3
790,A0JYDO90H8LIAJKR,3473.055488248122,1,1,1,5
791,A0JYSNDOAKI8ENYO,3594.887875913972,2,1,2,4
792,A0JZAZZTL047GS3C,3594.887875913972,5,1,2,1
793,A0K2FT0WQSNTNR7M,3473.055488248122,2,1,1,4
794,A0K32SHLFUGX0732,3594.887875913972,5,1,2,1
795,A0K3JZEF9E0T30S8,3458.2679636021335,1,1,1,5
796,A0K4NTJ36TZ2EVWL,3458.2679636021335,1,1,1,5
797,A0K4TM8JGGNAEA8Y,7189.775751827944,5,4,4,1
798,A0K4WT56LOXKTDME,3594.887875913972,3,1,2,3
799,A0K4X14D5VC6VBNV,3594.887875913972,3,1,2,3
800,A0K5ZY1SYKH0R1US,17721.63588390501,2,5,5,4
801,A0K7ESVEROLFDVXS,7189.775751827944,5,4,4,1
802,A0K8Y6TF4KR9Z6PN,3544.3271767810024,2,1,1,4
803,A0K97GXD2ZRMYDM2,10419.166464744365,1,5,5,5
804,A0KBR23I6TQ0X7TP,3544.3271767810024,2,1,1,4
805,A0KC6C7S4OSS5NCE,3594.887875913972,5,1,2,1
806,A0KCWKFEAB69J653,3594.887875913972,4,1,2,2
807,A0KDZ1UVJB7V0XXV,3544.3271767810024,2,1,1,4
808,A0KDZW3FKKKYIC8R,10632.981530343008,2,5,5,4
809,A0KH8NCVTH2B6AK6,10784.663627741917,5,5,5,1
810,A0KIOY8OMC5QU1BJ,3458.2679636021335,1,1,1,5
811,A0KJC5AOOZS3RKMW,3594.887875913972,3,1,2,3
812,A0KJZ486TU1KKDTV,3544.3271767810024,2,1,1,4
813,A0KKOXAS1DEGS9AU,3458.2679636021335,1,1,1,5
814,A0KL2CYAQ0LYLH30,3594.887875913972,5,1,2,1
815,A0KLSK68H1EQBQF4,3454.578643139641,1,1,1,5
816,A0KLV9HUIX5JA0OL,3454.578643139641,1,1,1,5
817,A0KMJSCTX74TOJN6,3454.578643139641,1,1,1,5
818,A0KNT8QPGMN4TMER,3594.887875913972,3,1,2,3
